instance_id,is_correct
531,1
532,0
533,1
534,1
535,1
536,1
537,1
538,0
539,0
540,0
541,0
542,0
543,0
544,0
545,0
546,0
547,0
548,1
549,1
550,0
551,1
552,0
553,1
554,0
555,1
556,0
557,1
558,0
559,1
560,0
561,1
562,0
563,1
564,0
565,1
566,0
567,0
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,0
577,0
578,1
579,0
580,0
581,0
582,1
583,0
584,1
585,1
586,0
587,1
588,0
589,1
590,0
591,0
592,0
593,1
594,0
595,1
596,0
597,0
598,1
599,0
600,1
601,1
602,1
603,0
604,0
605,1
606,1
607,0
608,1
609,1
610,0
611,1
612,0
613,0
614,0
615,0
616,1
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,0
626,0
627,1
628,0
629,0
630,1
631,0
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,0
641,0
642,1
643,1
644,0
645,1
646,0
647,1
648,0
649,0
650,0
651,0
652,1
653,0
654,0
655,0
656,0
657,0
658,0
659,0
660,0
661,0
662,1
663,1
664,0
665,0
666,0
667,1
668,1
669,0
670,0
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,0
679,0
680,1
681,0
682,0
683,1
684,1
685,0
686,1
687,0
688,1
689,1
690,1
691,0
692,0
693,1
694,1
695,0
696,0
697,0
698,0
699,1
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,1
708,0
709,0
710,0
711,0
712,0
713,0
714,1
715,0
716,0
717,1
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,1
732,0
733,1
734,1
735,1
736,0
737,0
738,0
739,0
740,1
741,0
742,1
743,0
744,0
745,1
746,1
747,0
748,0
749,0
750,1
751,1
752,0
753,0
754,0
755,1
756,1
757,1
758,0
759,0
760,0
761,1
762,0
763,1
764,0
765,1
766,0
767,1
768,1
769,0
770,0
771,0
772,0
773,1
774,0
775,1
776,1
777,0
778,1
779,0
780,1
781,1
782,1
783,1
784,0
785,1
786,1
787,1
788,0
789,1
790,1
791,0
792,0
793,1
794,0
795,1
796,0
797,1
798,1
799,1
800,0
801,1
802,1
803,0
804,0
805,0
806,0
807,1
808,1
809,0
810,1
811,0
812,0
813,0
814,1
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,1
823,1
824,0
825,0
826,0
827,0
828,0
829,1
830,1
831,0
832,1
833,1
834,1
835,1
836,1
837,1
838,1
839,1
840,1
841,0
842,0
843,1
844,0
845,1
846,1
847,1
848,1
849,1
850,0
851,0
852,1
853,0
854,0
855,0
856,0
857,1
858,0
859,0
