instance_id,is_correct
811,1
812,1
813,1
814,1
815,1
816,1
817,1
818,1
819,1
820,1
821,1
822,1
823,1
824,1
825,1
826,0
827,0
828,0
829,1
830,0
831,0
832,0
833,1
834,0
835,1
836,0
837,0
838,1
839,0
840,0
841,0
842,1
843,1
844,0
845,1
846,0
847,1
848,1
849,0
850,0
851,1
852,0
853,0
854,0
855,1
856,0
857,1
858,0
859,0
