instance_id,is_correct
531,0
532,1
533,0
534,0
535,0
536,1
537,0
538,1
539,0
540,0
541,0
542,0
543,0
544,0
545,1
546,0
547,0
548,0
549,0
550,1
551,0
552,0
553,1
554,0
555,1
556,0
557,0
558,0
559,0
560,1
561,1
562,1
563,1
564,0
565,0
566,1
567,0
568,1
569,1
570,0
571,0
572,0
573,1
574,1
575,1
576,0
577,0
578,0
579,0
580,0
581,0
582,0
583,1
584,1
585,1
586,0
587,1
588,0
589,1
590,1
591,1
592,1
593,1
594,1
595,1
596,0
597,1
598,1
599,1
600,1
601,1
602,1
603,1
604,1
605,1
606,1
607,1
608,1
609,1
610,0
611,0
612,0
613,1
614,0
615,1
616,0
617,0
618,1
619,0
620,0
621,0
622,0
623,1
624,1
625,1
626,0
627,1
628,1
629,1
630,1
631,0
632,0
633,1
634,0
635,1
636,1
637,0
638,1
639,0
640,0
641,0
642,0
643,0
644,0
645,0
646,0
647,0
648,0
649,0
650,1
651,0
652,0
653,0
654,1
655,1
656,1
657,0
658,1
659,1
660,1
661,0
662,1
663,1
664,1
665,0
666,0
667,1
668,1
669,0
670,0
671,0
672,0
673,1
674,0
675,0
676,0
677,1
678,0
679,0
680,1
681,1
682,0
683,0
684,0
685,0
686,0
687,0
688,0
689,0
690,1
691,0
692,0
693,1
694,0
695,0
696,0
697,0
698,1
699,0
700,0
701,0
702,0
703,0
704,0
705,0
706,0
707,0
708,0
709,1
710,0
711,0
712,0
713,0
714,0
715,1
716,0
717,1
718,1
719,0
720,0
721,0
722,0
723,1
724,1
725,0
726,1
727,0
728,1
729,0
730,1
731,1
732,1
733,1
734,1
735,0
736,1
737,0
738,1
739,1
740,0
741,1
742,0
743,0
744,1
745,0
746,1
747,0
748,0
749,1
750,0
751,1
752,0
753,0
754,1
755,0
756,0
757,0
758,0
759,0
760,0
761,1
762,1
763,1
764,1
765,1
766,1
767,0
768,0
769,0
770,1
771,1
772,0
773,1
774,0
775,1
776,0
777,0
778,0
779,1
780,0
781,0
782,0
783,1
784,0
785,1
786,0
787,1
788,0
789,0
790,0
791,0
792,0
793,1
794,1
795,1
796,1
797,1
798,0
799,1
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,0
822,0
823,1
824,0
825,0
826,0
827,0
828,0
829,0
830,0
831,0
832,0
833,1
834,0
835,1
836,0
837,0
838,0
839,0
840,0
841,0
842,0
843,0
844,0
845,1
846,0
847,0
848,0
849,0
850,0
851,0
852,0
853,0
854,0
855,0
856,0
857,1
858,1
859,0
