instance_id,is_correct
531,0
532,0
533,1
534,0
535,1
536,1
537,0
538,0
539,0
540,0
541,0
542,0
543,1
544,0
545,1
546,0
547,0
548,0
549,0
550,0
551,1
552,0
553,1
554,1
555,1
556,0
557,1
558,0
559,1
560,1
561,0
562,0
563,1
564,0
565,1
566,0
567,0
568,0
569,0
570,0
571,0
572,0
573,1
574,0
575,1
576,0
577,0
578,0
579,0
580,1
581,1
582,1
583,1
584,1
585,1
586,0
587,1
588,1
589,1
590,1
591,0
592,0
593,1
594,0
595,0
596,0
597,0
598,0
599,1
600,1
601,1
602,1
603,1
604,0
605,1
606,1
607,1
608,1
609,1
610,0
611,0
612,0
613,1
614,0
615,1
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,0
625,1
626,0
627,1
628,1
629,1
630,1
631,1
632,1
633,1
634,1
635,1
636,1
637,1
638,1
639,1
640,0
641,0
642,0
643,1
644,0
645,1
646,0
647,0
648,0
649,0
650,0
651,1
652,1
653,0
654,0
655,0
656,1
657,0
658,0
659,0
660,1
661,0
662,1
663,1
664,0
665,1
666,0
667,1
668,1
669,1
670,0
671,1
672,0
673,0
674,0
675,1
676,0
677,0
678,0
679,0
680,0
681,0
682,0
683,1
684,0
685,0
686,0
687,0
688,1
689,1
690,1
691,0
692,1
693,0
694,0
695,0
696,0
697,0
698,0
699,0
700,0
701,0
702,0
703,1
704,0
705,0
706,0
707,1
708,0
709,0
710,0
711,0
712,0
713,0
714,0
715,0
716,0
717,0
718,0
719,0
720,0
721,0
722,0
723,0
724,0
725,0
726,0
727,0
728,0
729,0
730,1
731,0
732,1
733,1
734,1
735,0
736,1
737,1
738,1
739,1
740,0
741,1
742,0
743,1
744,1
745,1
746,1
747,0
748,0
749,0
750,0
751,1
752,1
753,1
754,1
755,1
756,1
757,0
758,0
759,0
760,0
761,1
762,1
763,1
764,0
765,1
766,0
767,1
768,1
769,1
770,0
771,1
772,0
773,1
774,1
775,1
776,1
777,0
778,0
779,0
780,1
781,1
782,0
783,1
784,0
785,1
786,0
787,1
788,0
789,1
790,1
791,1
792,1
793,1
794,1
795,1
796,0
797,1
798,1
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,0
807,0
808,0
809,0
810,0
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,0
825,0
826,0
827,0
828,0
829,1
830,1
831,1
832,1
833,1
834,0
835,1
836,1
837,1
838,1
839,1
840,0
841,1
842,1
843,0
844,0
845,1
846,1
847,1
848,1
849,1
850,0
851,0
852,0
853,1
854,1
855,1
856,1
857,0
858,1
859,0
