instance_id,output_text,ground_truth,similarity_score,correct
220,Riding a skateboard,['typing on keyboard'],0.19683609902858734,False
221,Inspecting weapon,['typing on keyboard'],0.09923667460680008,False
222,Riding hoverboard,['typing on keyboard'],0.14936231076717377,False
223,Riding a chair,['typing on keyboard'],0.17754995822906494,False
224,Riding hoverboard,['typing on keyboard'],0.14936231076717377,False
225,Sitting at desk,['typing on keyboard'],0.3905634880065918,False
226,Putting golf ball,['typing on keyboard'],0.14328591525554657,False
227,Riding hoverboard,['typing on keyboard'],0.14936231076717377,False
228,Playing video games,['typing on keyboard'],0.2221039980649948,False
229,Playing guitar,['typing on keyboard'],0.21034733951091766,False
230,Taking selfie,['knocking on door'],0.21477338671684265,False
231,Answering the phone,['knocking on door'],0.3182748258113861,False
232,Answering the phone,['knocking on door'],0.3182748258113861,False
233,Answering the phone,['knocking on door'],0.3182748258113861,False
234,Putting golf ball,['knocking on door'],0.15800930559635162,False
235,Adjusting helmet,['knocking on door'],-0.055034980177879333,False
236,Making a phone call,['knocking on door'],0.29045766592025757,False
237,Catching a fly,['knocking on door'],0.20879890024662018,False
238,Taking a picture,['knocking on door'],0.22287431359291077,False
239,Writing on a board,['knocking on door'],0.13868698477745056,False
240,Picking up something,['opening door'],0.21881389617919922,False
241,Walking and pointing,['opening door'],0.14179794490337372,False
242,Pouring liquid,['opening door'],0.13903847336769104,False
243,Slipping on rug,['opening door'],0.055176615715026855,False
244,Putting golf ball,['opening door'],0.16818305850028992,False
245,Showing something large,['opening door'],0.07944878935813904,False
246,Walking and pointing,['opening door'],0.14179794490337372,False
247,Catching something,['opening door'],0.2078249752521515,False
248,Throwing something away,['opening door'],0.1522737592458725,False
249,Catching invisible ball,['opening door'],0.07911711931228638,False
250,Catching a ball,['opening door'],0.1330261528491974,False
251,Walking sideways pointing,['opening door'],0.11299999058246613,False
252,Taking a step,['opening door'],0.3214418292045593,False
253,Spilling invisible liquid,['opening door'],0.12721958756446838,False
254,Putting golf ball,['opening door'],0.16818305850028992,False
255,Playing charades,['opening door'],0.11457753926515579,False
256,Pointing directions,['opening door'],0.18864606320858002,False
257,Walking away,['opening door'],0.2715737521648407,False
258,Flagging down a cab,['opening door'],0.13617010414600372,False
259,Throwing something away,['opening door'],0.1522737592458725,False
260,Riding a skateboard,['playing piano'],0.2863890528678894,False
261,Driving a car,['playing piano'],0.2716125249862671,False
262,Holding invisible object,['playing piano'],0.12234970927238464,False
263,Playing violin,['playing piano'],0.5913099646568298,True
264,surfing waves,['playing piano'],0.13488715887069702,False
265,Playing violin,['playing piano'],0.5913099646568298,True
266,Sitting beach relaxing,['playing piano'],0.20192846655845642,False
267,Catching something small,['playing piano'],0.10582901537418365,False
268,Riding a bike,['playing piano'],0.27790015935897827,False
269,Driving a car,['playing piano'],0.2716125249862671,False
270,Playing guitar solo,['playing acoustic guitar'],0.6684069633483887,True
271,Inspecting weapon,['playing acoustic guitar'],0.18536584079265594,False
272,Playing air guitar,['playing acoustic guitar'],0.7142454385757446,True
273,Conducting orchestra,['playing acoustic guitar'],0.28417521715164185,False
274,Playing air guitar,['playing acoustic guitar'],0.7142454385757446,True
275,Giving a speech,['playing acoustic guitar'],0.09863393753767014,False
276,Playing charades,['playing acoustic guitar'],0.38840651512145996,False
277,Fastening belt,['playing acoustic guitar'],0.1385064423084259,False
278,Playing air guitar,['playing acoustic guitar'],0.7142454385757446,True
279,Checking watch,['playing acoustic guitar'],0.05457615852355957,False
280,Playing guitar solo,['playing electric guitar'],0.6413916349411011,True
281,Playing air guitar,['playing electric guitar'],0.6795727014541626,True
282,Playing guitar solo,['playing electric guitar'],0.6413916349411011,True
283,Playing guitar solo,['playing electric guitar'],0.6413916349411011,True
284,Playing air guitar,['playing electric guitar'],0.6795727014541626,True
285,Air guitar solo,['playing electric guitar'],0.5402683019638062,True
286,Playing air guitar,['playing electric guitar'],0.6795727014541626,True
287,Playing guitar solo,['playing electric guitar'],0.6413916349411011,True
288,Playing guitar solo,['playing electric guitar'],0.6413916349411011,True
289,Playing guitar solo,['playing electric guitar'],0.6413916349411011,True
290,Riding a horse,['playing drums'],0.27945441007614136,False
291,Sitting frustrated,['playing drums'],0.1455545425415039,False
292,Playing video games,['playing drums'],0.3134978711605072,False
293,Playing charades,['playing drums'],0.30957508087158203,False
294,Surfing the air,['playing drums'],0.3004780113697052,False
295,Conducting orchestra,['playing drums'],0.4218609929084778,False
296,Beach chair dance,['playing drums'],0.30470651388168335,False
297,Acting scared/frightened,['playing drums'],0.17417177557945251,False
298,Boxing air,['playing drums'],0.2251947820186615,False
299,Driving a car,['playing drums'],0.2412782460451126,False
300,Throwing a punch,['playing harp'],0.2096477597951889,False
301,Firing a weapon,['playing harp'],0.3130037188529968,False
302,Throwing a punch,['playing harp'],0.2096477597951889,False
303,Boxing sparring,['playing harp'],0.2196090966463089,False
304,Boxing stance,['playing harp'],0.17016737163066864,False
305,Reloading weapon,['playing harp'],0.24319018423557281,False
306,Reloading weapon,['playing harp'],0.24319018423557281,False
307,Driving a car,['playing harp'],0.12375810742378235,False
308,Taking a photo,['playing harp'],0.12547919154167175,False
309,Pushing a car,['playing harp'],0.07782977819442749,False
310,Taking a photo,['playing harp'],0.12547919154167175,False
311,Taking a photo,['playing harp'],0.12547919154167175,False
312,Having a heart attack,['playing harp'],0.06561516970396042,False
313,Boxing match,['playing harp'],0.13449084758758545,False
314,Playing charades,['playing harp'],0.3749043345451355,False
315,Taking a photo,['playing harp'],0.12547919154167175,False
316,Taking a photo,['playing harp'],0.12547919154167175,False
317,Driving a car,['playing harp'],0.12375810742378235,False
318,Taking photos,['playing harp'],0.13457216322422028,False
319,Playing guitar,['playing harp'],0.621565580368042,True
320,Walking through mud,"['pulling', 'dragging']",0.28328049182891846,False
321,Power walking tiredly,"['pulling', 'dragging']",0.32415810227394104,False
322,Walking while tripping,"['pulling', 'dragging']",0.3529747426509857,False
323,Slipping on oil,"['pulling', 'dragging']",0.2394603192806244,False
324,Mimicking rock climbing,"['pulling', 'dragging']",0.32649630308151245,False
325,robot dancing,"['pulling', 'dragging']",0.32957905530929565,False
326,Rock climbing,"['pulling', 'dragging']",0.45365333557128906,False
327,Pulling a rope,"['pulling', 'dragging']",0.7004061937332153,True
328,Pulling rope,"['pulling', 'dragging']",0.7493951320648193,True
329,Catching something,"['pulling', 'dragging']",0.32994556427001953,False
330,Picking up something,"['dragging', 'pulling']",0.4404175877571106,False
331,Picking up something,"['dragging', 'pulling']",0.4404175877571106,False
332,Tripping and falling,"['dragging', 'pulling']",0.3412628769874573,False
333,Tripping and falling,"['dragging', 'pulling']",0.3412628769874573,False
334,Bouldering fall,"['dragging', 'pulling']",0.2537904381752014,False
335,Slipping on oil,"['dragging', 'pulling']",0.2394603192806244,False
336,Rock climbing miming,"['dragging', 'pulling']",0.3528076410293579,False
337,Picking up something,"['dragging', 'pulling']",0.4404175877571106,False
338,Catching a ball,"['dragging', 'pulling']",0.24901069700717926,False
339,Diving into water,"['dragging', 'pulling']",0.2536122798919678,False
340,Catching something,['pushing'],0.12113659828901291,False
341,Picking up something,['pushing'],0.2685334384441376,False
342,Helping someone up,['pushing'],0.35813575983047485,False
343,Catching someone falling,['pushing'],0.09671176970005035,False
344,Bouldering mime,['pushing'],0.281505286693573,False
345,Picking up object,['pushing'],0.1818314790725708,False
346,Rock climbing indoors,['pushing'],0.19475656747817993,False
347,Sliding into base,['pushing'],0.34323692321777344,False
348,Throwing something away,['pushing'],0.2332943230867386,False
349,Catching something,['pushing'],0.12113659828901291,False
350,Helping someone up,['pushing'],0.35813575983047485,False
351,Diving for cover,['pushing'],0.1898561716079712,False
352,Catching something falling,['pushing'],0.11753372848033905,False
353,Catching someone falling,['pushing'],0.09671176970005035,False
354,Pulling climbing holds,['pushing'],0.42173004150390625,False
355,Tripping and falling,['pushing'],0.08621928095817566,False
356,Rock climbing,['pushing'],0.38209402561187744,False
357,Tripping over someone,['pushing'],0.12956173717975616,False
358,Catching something,['pushing'],0.12113659828901291,False
359,Catching something,['pushing'],0.12113659828901291,False
360,Pulling a muscle,['putting on seatbelt'],0.24493737518787384,False
361,rubbing hands together,['putting on seatbelt'],0.18823370337486267,False
362,Picking up something small,['putting on seatbelt'],0.07888610661029816,False
363,Hoverboarding,['putting on seatbelt'],0.18564428389072418,False
364,Wringing out clothes,['putting on seatbelt'],0.20169727504253387,False
365,Rubbing hands together,['putting on seatbelt'],0.18823370337486267,False
366,Wiping sweat,['putting on seatbelt'],0.1288287490606308,False
367,Stomach ache,['putting on seatbelt'],0.1631232500076294,False
368,Picking up something,['putting on seatbelt'],0.14193600416183472,False
369,Riding a horse,['putting on seatbelt'],0.332714319229126,False
370,Throwing a ball,['shooting handgun'],0.29522886872291565,False
371,Shooting a gun,['shooting handgun'],0.892245352268219,True
372,Swinging golf club,['shooting handgun'],0.21139653027057648,False
373,Shooting a gun,['shooting handgun'],0.892245352268219,True
374,Putting on chalk bag,['shooting handgun'],0.08840173482894897,False
375,Shooting a rifle,['shooting handgun'],0.8100083470344543,True
376,Climbing wall,['shooting handgun'],0.07274862378835678,False
377,Taking a photo,['shooting handgun'],0.2839222252368927,False
378,Taking a picture,['shooting handgun'],0.3050512969493866,False
379,Catching a ball,['shooting handgun'],0.27257227897644043,False
380,Singing into microphone,['shooting rifle'],0.18401381373405457,False
381,Aiming a gun,['shooting rifle'],0.7751337885856628,True
382,Singing into microphone,['shooting rifle'],0.18401381373405457,False
383,Shooting a gun,['shooting rifle'],0.8765161633491516,True
384,Rock climbing indoors,['shooting rifle'],0.10142342001199722,False
385,Shooting a rifle,['shooting rifle'],0.97490394115448,True
386,Shooting a blaster,['shooting rifle'],0.6080504059791565,True
387,Boxing match,['shooting rifle'],0.09515177458524704,False
388,Taking photos,['shooting rifle'],0.29269054532051086,False
389,Taking a selfie,['shooting rifle'],0.17659728229045868,False
390,Throwing a javelin,['shot put'],0.2971307635307312,False
391,Dabbing dance move,['shot put'],0.28592759370803833,False
392,Throwing discus,['shot put'],0.34310418367385864,False
393,Shot putting,['shot put'],0.9288053512573242,True
394,Throwing globe,['shot put'],0.26342523097991943,False
395,Shot putting,['shot put'],0.9288053512573242,True
396,Playing charades,['shot put'],0.26017647981643677,False
397,Throwing javelin,['shot put'],0.32932430505752563,False
398,Throwing javelin,['shot put'],0.32932430505752563,False
399,Throwing a javelin,['shot put'],0.2971307635307312,False
400,Pulling something out,['writing'],0.14943508803844452,False
401,Hiding in fear,['writing'],0.2673457860946655,False
402,Checking watch,['writing'],0.1711753010749817,False
403,Sinking into floor,['writing'],0.25989219546318054,False
404,Rock climbing fall,['writing'],0.11232641339302063,False
405,Robot is sad,['writing'],0.2076537311077118,False
406,Praying mantis pose,['writing'],-0.029110729694366455,False
407,Checking watch intently,['writing'],0.16660228371620178,False
408,Doing a squat,['writing'],0.18583646416664124,False
409,Driving a car,['writing'],0.20867371559143066,False
410,Tripping and falling,['soccer shot'],0.14800569415092468,False
411,Performing a kick,['soccer shot'],0.47530803084373474,False
412,Tripping over something,['soccer shot'],0.1693626344203949,False
413,Kicking soccer ball,['soccer shot'],0.6900777816772461,True
414,Playing a musical instrument,['soccer shot'],0.13537248969078064,False
415,Kicking soccer ball,['soccer shot'],0.6900777816772461,True
416,Doing the cha-cha,['soccer shot'],0.23834273219108582,False
417,Tripping over something,['soccer shot'],0.1693626344203949,False
418,Tripping and falling,['soccer shot'],0.14800569415092468,False
419,Tripping over something,['soccer shot'],0.1693626344203949,False
420,Catching a snake,['front stroke swimming'],0.254406213760376,False
421,Headless soldier falls,['front stroke swimming'],0.18452246487140656,False
422,Catching invisible ball,['front stroke swimming'],0.13460107147693634,False
423,Dabbing dance move,['front stroke swimming'],0.22381681203842163,False
424,Conducting orchestra,['front stroke swimming'],0.1386437714099884,False
425,Swimming underwater,['front stroke swimming'],0.5866668224334717,True
426,Conducting orchestra,['front stroke swimming'],0.1386437714099884,False
427,Throwing a dart,['front stroke swimming'],0.22482244670391083,False
428,Catching something,['front stroke swimming'],0.19790613651275635,False
429,Throwing something small,['front stroke swimming'],0.13056811690330505,False
430,Catching something invisible,['breast stroke swimming'],0.01289576105773449,False
431,Acting out surrender,['breast stroke swimming'],0.025479700416326523,False
432,Catching a ball,['breast stroke swimming'],0.21991470456123352,False
433,Playing violin,['breast stroke swimming'],0.21189656853675842,False
434,Conducting orchestra,['breast stroke swimming'],0.089838907122612,False
435,Checking the waves,['breast stroke swimming'],0.11053979396820068,False
436,Conducting orchestra,['breast stroke swimming'],0.089838907122612,False
437,Playing skateboard,['breast stroke swimming'],0.23552297055721283,False
438,Throwing a frisbee,['breast stroke swimming'],0.16172099113464355,False
439,Catching a ball,['breast stroke swimming'],0.21991470456123352,False
440,Taking pictures,['taking photo'],0.9148656129837036,True
441,Aiming a weapon,['taking photo'],0.28097090125083923,False
442,Taking a picture,['taking photo'],0.940293550491333,True
443,Taking a photo,['taking photo'],0.9851805567741394,True
444,Taking photos,['taking photo'],0.946128249168396,True
445,Taking a selfie,['taking photo'],0.7128996253013611,True
446,Taking a selfie,['taking photo'],0.7128996253013611,True
447,Taking a picture,['taking photo'],0.940293550491333,True
448,Taking photos,['taking photo'],0.946128249168396,True
449,Taking photos,['taking photo'],0.946128249168396,True
450,Picking up something small,['tennis serve'],0.07204478979110718,False
451,Throwing a punch,['tennis serve'],0.17054450511932373,False
452,Catching a ball,['tennis serve'],0.4033263325691223,False
453,Serving a tennis ball,['tennis serve'],0.8942083120346069,True
454,Conducting orchestra,['tennis serve'],0.28238844871520996,False
455,Serving a tennis ball,['tennis serve'],0.8942083120346069,True
456,Conducting orchestra,['tennis serve'],0.28238844871520996,False
457,Throwing a ball,['tennis serve'],0.33000195026397705,False
458,Bowling a ball,['tennis serve'],0.40629950165748596,False
459,Catching a ball,['tennis serve'],0.4033263325691223,False
460,Swinging golf club,['tennis swing'],0.6685671210289001,True
461,Firing weapon,['tennis swing'],0.19350962340831757,False
462,Catching a small ball,['tennis swing'],0.3962668776512146,False
463,Serving tennis ball,['tennis swing'],0.7592889666557312,True
464,Boxing match,['tennis swing'],0.3222430348396301,False
465,Serving tennis ball,['tennis swing'],0.7592889666557312,True
466,Playing charades,['tennis swing'],0.38917961716651917,False
467,Boxing opponent,['tennis swing'],0.28724950551986694,False
468,Taking photos,['tennis swing'],0.19186493754386902,False
469,Playing golf,['tennis swing'],0.5611668825149536,True
470,Singing karaoke,['playing violin'],0.33862119913101196,False
471,Singing karaoke,['playing violin'],0.33862119913101196,False
472,Singing karaoke,['playing violin'],0.33862119913101196,False
473,Singing onstage,['playing violin'],0.2526119649410248,False
474,Singing a song,['playing violin'],0.2905433773994446,False
475,Singing karaoke,['playing violin'],0.33862119913101196,False
476,Playing charades,['playing violin'],0.3835356533527374,False
477,Taking a selfie,['playing violin'],0.11673222482204437,False
478,Throwing a frisbee,['playing violin'],0.2583853006362915,False
479,Boxing/fighting,['playing violin'],0.1650024652481079,False
480,Throwing a ball,['receiving volleyball'],0.4724661409854889,False
481,Doing the worm,['receiving volleyball'],0.1378277689218521,False
